epoch,dice_coef_bg,dice_coef_ed,dice_coef_et,dice_coef_multilabel,dice_coef_net,loss,val_dice_coef_bg,val_dice_coef_ed,val_dice_coef_et,val_dice_coef_multilabel,val_dice_coef_net,val_loss
0,0.7249404682832605,0.29606491984689937,0.007578037282013718,0.27930398767485337,0.0886325354085249,1.3250910604701323,0.10345647111535072,3.8127165282730857e-06,0.0054260375909507275,0.027221941389143467,1.4431661270464247e-06,3.6166934967041016
